"Корреспондент Дождя Дмитрий Еловский, который находится в Степанакерте, рассказывает о новых ударах по городу.  «Звучит воздушная тревога. Снова слышны залпы орудий, на сей раз не одиночные, а серия из нескольких, около 4-5»",2020-10-02T13:41:14
"Московская мэрия, возможно, снова переведет школьников на дистанционное обучение. В ведомстве сказали, что после двухнедельных каникул в октябре ситуация с коронавирусом в столице может ухудшиться настолько, что в школы ходить будет нельзя  ",2020-10-02T13:52:32
Родителям Максима Марцинкевича отказали в независимой экспертизе тела перед похоронами. Его также не разрешили выдать или показать  ,2020-10-02T14:56:17
"По Степанакерту наносятся удары, Беларусь готовится к маршам в поддержку политзаключенных, а Трамп заболел коронавирусом — как и больше девяти тысяч россиян. Включайте дневной выпуск «Здесь и сейчас», чтобы не пропустить главные новости: https://tvrain.ru/s/kmI/",2020-10-02T15:00:42
"Ливан запросил ордер на арест двух россиян — бывшего владельца и капитана судна Rhosus. Судно перевозило селитру, которая взорвалась в порте Бейрута в начале августа 2020 года  ",2020-10-02T15:40:25
"15 собак породы шалайка сейчас тренируют в России для того, чтобы определять в толпе людей с коронавирусом по запаху. Часть из этих собак уже умеют находить онкологические заболевания  ",2020-10-02T16:01:03
Алексей Навальный в интервью Der Spiegel раскритиковал действия омских врачей. Глава информцентра по коронавирусу Александр Мясников воспринял это очень близко к сердцу  ,2020-10-02T16:24:59
Журналистам РИА Новости и ВГТРК предложили бесплатно привиться от коронавируса российской вакциной. Но они отказались  ,2020-10-02T16:41:05
"Генерал-майор ФСБ Иван Ткачев оставляет должность руководителя отдела «К». Его могут назначить либо главой департамента военной контрразведки, либо руководителем управления ФСБ по Санкт-Петербургу. На прежней должности Ткачев курировал аресты Шестуна и Улюкаева  ",2020-10-02T17:01:30
"В Нижнем Новгороде главред издания Koza Press Ирина Славина подожгла себя у здания МВД, она не выжила, сообщает Baza. Ее последний пост в фейсбуке: «В моей смерти прошу винить Российскую Федерацию».  Накануне домой к Славиной приходили с обыском; искали материалы, связанные с «Открытой Россией»  ",2020-10-02T17:07:44
UPD: Эту информацию подтвердил координатор «Правозащиты Открытки» Алексей Прянишников,2020-10-02T17:16:00
"Рамзан Кадыров тоже прочитал интервью Навального Der Spiegel. И высказался в своем телеграме:    «Имей мужество признать, что если бы тебя хотели убить в России, то ни один врач не пошевелил бы пальцем ради спасения твоей жизни <…> Почему для пущей убедительности и правдоподобия ты не назвал исполнителем или заказчиком меня, Кадырова?»  А еще Кадыров добавил, что «толерантное отношение к оппозиции» в России существует «именно благодаря Путину» — а иначе «всю радикальную оппозиционную нечисть давно бы вышвырнули из страны куда подальше по надуманным предлогам»  ",2020-10-02T17:29:32
"Народный артист Армении Грант Тохатян, которого мы знаем по сериалу «Последний из Магикян» на СТС, приехал в Карабах почти сразу после начала военного обострения. Наш корреспондент встретился с ним в Степанакерте и поговорил о том, как обстоят дела в непризнанной республике и чего там ожидают от России  ",2020-10-02T17:55:13
"Суд приговорил к реальным срокам бывших сотрудников ФСИН, которые избивали заключенных ИК №1. Эти видео публиковала «Новая газета»: осужденные бежали по коридору, пока сотрудники колонии били их дубинками под крики «Суслики бегут!», «Плохо бегут!»  ",2020-10-02T18:23:26
"❗️В центре Степанакерта — взрыв, передает корреспондент Дождя",2020-10-02T18:36:17
"США ввели санкции против восьми официальных лиц Беларуси, в том числе против главы МВД, командира минского ОМОНа и зампредседателя ЦИК  ",2020-10-02T18:50:20
"По словам нашего корреспондента, обстрел Степанакерта продолжается",2020-10-02T18:56:16
"Дмитрий Еловский — о том, что сейчас происходит в Степанакерте. В центре города слышали пять взрывов",2020-10-02T18:58:26
Работает система залпового огня,2020-10-02T19:12:28
"В СК утверждают, что связь самоубийством главреда издания KozaPress Ирины Славиной и обыском, который прошел накануне у нее дома, «не имеет никаких оснований». Собрали все, что известно на данный момент о ее смерти  ",2020-10-02T20:08:24
Воздушная тревога в Степанакерте,2020-10-02T20:19:48
"Дмитрий Еловский поговорил с главой МИД непризнанной Нагорно-Карабахской Республики Масисом Маиляном о том, как планирует действовать правительство непризнанного государства, какая обстановка на линии соприкосновения и когда закончится война. Читайте интервью на сайте  ",2020-10-02T20:59:16
"Видимо, окончание предвыборной кампании Трамп проведет на удаленке: у президента США и кандидата от республиканской партии диагностировали COVID-19. Рассказываем, как это повлияет на президентскую гонку и расклад сил на грядущих выборах, которые состоятся уже через 32 дня  ",2020-10-02T21:13:40
За пять месяцев в России умерли более 45 тысяч человек с COVID-19  ,2020-10-02T21:29:02
"Жители Нижнего Новгорода устроили стихийное шествие от здания регионального управления МВД, где покончила с собой главред KozaPress Ирина Славина  ",2020-10-02T22:26:48
Алексей Венедиктов обратился к генпрокурору Игорю Краснову; он требует рассмотреть возможность завести дело о доведении Ирины Славиной до самоубийства,2020-10-02T22:41:03
Рубль уже упал до 79 рублей за доллар — это максимум с января 2016 года. Что дальше и каким будет курс рубля к январю? Наши коллеги спросили @snobru об этом у экспертов  ,2020-10-02T23:05:49
"В Москве за сутки умерли 32 человека, у которых диагностировали коронавирус. Это максимум с 14 июля  ",2020-10-02T23:10:47
"Михаил Фишман говорит с Евгением Губиным — адвокатом Ирины Славиной, главреда издания KozaPress, которая сегодня совершила самосожжение у здание нижегородского управления МВД. Узнали, что предшествовало этим трагическим событиям  ",2020-10-02T23:37:59
"«Я хочу поблагодарить всех за невероятную поддержку. Я отправляюсь в госпиталь Уолтера Рида. Думаю, со мной все в порядке, но мы хотим удостовериться, что все идет как надо»  Дональд Трамп, заразившийся коронавирусом, проведет несколько дней в больнице (Национальном военно-медицинском центре имени Уолтера Рида). В Белом доме заявляют, что такое решение было принято в целях предосторожности.  ",2020-10-03T02:04:51
"Военные действия в Нагорном Карабахе, не прекращающиеся уже почти неделю, — это самые острые и кровавые столкновения в регионе с 1994 года. Но история конфликта гораздо дольше, а главное — запутаннее; все осложняется внутренними факторами и ролью других государств.   Почему Армения и Азербайджан, несмотря на посредничество мировых держав, так и не смогли договориться, что изменилось за 30 лет, как Россия перестала быть миротворцем и есть ли выход из тупика? В истории армяно-азербайджанского конфликта в Нагорном Карабахе разбирался Михаил Фишман  ",2020-10-03T09:30:10
"Чтобы получить российскую вакцину от коронавируса, нужно сдать много анализов и не быть астматиком (и то не факт, что вам введут вакцину, а не плацебо). Чтобы попасть на прием к Путину — отсидеть двухнедельный карантин. Локдаун может начаться и для московских школьников, а может быть, и снова для всех.   Главные новости о COVID в России за последнюю неделю рассказывает Михаил Фишман  ",2020-10-03T10:10:02
"В Степанакерте возобновились обстрелы. Один из снарядов взорвался недалеко от центра города, всего пока было слышно два взрыва, передает с места событий корреспондент Дождя Дмитрий Еловский",2020-10-03T10:33:14
"Участкового из Котельников уволили за выдачу поддельной справки по делу Михаила Ефремова. В ней утверждалось, что сожительница погибшего в ДТП всего лишь сдавала ему койко-место, а потому не может считаться потерпевшей  ",2020-10-03T10:52:01
"COVID-19 в России  • 9 859 новых случая • из них в Москве 2884 случая • умерли 174 человека • всего заболевших 1,2 млн  ",2020-10-03T11:00:51
"30 сентября в эфире программы Михаила Козырева «Би коз» прошел «ПартиZан-фест» — концерт в поддержку пострадавших от насилия на улицах Беларуси. Музыканты из «Ногу свело!», «Несчастного случая», «Ромарио», а также русские поэты не только исполнили свои песни (некоторые — впервые!), но и прочитали любимые белорусские стихи. Весь концерт доступен бесплатно на сайте Дождя.  Если вы тоже хотите помочь, вы можете сделать пожертвование в Belarus Solidarity Foundation",2020-10-03T11:49:01
"Уже неделю в непризнанной Нагорно-Карабахской республике идут военные действия. Продолжаются обстрелы Степанакерта. Армения сообщила об уничтожении азербайджанских беспилотников, но Азербайджан это отрицает. Президент НКР собирается сам отправиться фронт. Собрали хронику последних событий в Нагорном Карабахе  ",2020-10-03T12:02:01
"На Камчатке — экологическая катастрофа. На берегу Тихого океана нашли сотни мертвых морских животных: осьминогов, морских ежей, крабов, мидий. Причиной стал не шторм, а сильное загрязнение воды: в пробах обнаружили многократное превышение допустимой концентрации нефтепродуктов и фенола. Оно же вызвало у серферов резь в глазах и ожоги роговицы  ",2020-10-03T12:20:11
"В московской больнице умер бывший мэр Миасса Виктор Ардабьевский. Он находился в СИЗО с 2013 года под арестом по делу о бандитизме. Официальная причина смерти пока не сообщается, 18 сентября он был госпитализирован с воспалением поджелудочной железы  ",2020-10-03T12:39:45
"Когда в России появлялся каршеринг, многие задавались вопросом, будет ли он действительно выгоднее, чем ездить на своем личном автомобиле. И вот наконец появилось большое исследование с множеством переменных — а значит, и долгожданный ответ. Обсуждаем транспортную дилемму в программе «Деньги»  https://tvrain.ru/s/Gb5/",2020-10-03T12:46:01
"НКР под обстрелами уже неделю, и ни Армения, ни Азербайджан не собираются отступать. Пашинян, Алиев, Путин, Эрдоган, Минская группа — кто их них станет решающим актором в урегулировании конфликта в Нагорном Карабахе? Почему ничем не может помочь ОДКБ и каково влияние дипломатического ядра Франции, США и России? Михаил Фишман обсудил политическую ситуацию вокруг войны в Карабахе с политологом Сергеем Маркедоновым  ",2020-10-03T13:02:01
"Введение более жёстких карантинных мер из-за второй волны COVID обсуждается в федеральном правительстве и мэрии Москвы, сообщает «Медуза». В первую очередь закроют кинотеатры, торговые центры и крупные магазины. Решения планируется принять по окончании двухнедельных школьных каникул  ",2020-10-03T13:19:09
"Путешествие вокруг Петербурга продолжается! На сей раз Павел Лобков и Саша Филипенко прогулялись по Царскому селу в образах Петра и Екатерины, прокатились на лодке до эксцентричного особняка бизнесмена Васильева и научились клятве трезвости в доме Братца Иоанна в Вырице.  Смотрите третью серию «Ездим дома» на сайте Дождя!  Партнер проекта — INFINITI  ",2020-10-03T13:31:01
"«Когда была первая карабахская, я прятала своих детей в подвале от бомбардировок. А теперь мальчики взрослые и говорят мне, что в то время я их спасала, а теперь их очередь спасать меня»  Женщины Карабаха рассказывают о родине, войне, своих сыновьях, которые уходят на фронт, и надежде на будущее  Видео: Дмитрий Еловский / Дождь",2020-10-03T14:02:01
"Минприроды Камчатки опубликовало видео с пляжа, где нашли сотни мертвых морских животных. На видео все чисто, цвет воды нормальный. Пользователи соцсетей раскритиковали министерство за замалчивание проблемы и призвали не скрываться, а срочно принять меры   ",2020-10-03T14:41:01
"Мы начинаем дневной выпуск новостей с Павлом Лобковым! Обсудим экологическую катастрофу на Камчатке, продолжающиеся протесты в Хабаровске и самосожжение журналистки Ирины Славиной, а также поговорим с нашими корреспондентами в Армении и Азербайджане о карабахском конфликте. Подключайтесь: https://tvrain.ru/s/kmI/",2020-10-03T15:00:08
"А вот и наш традиционный дайджест музыкальных новинок! Сегодня в меню: стильные релизы от Монеточки и «Мумий Тролля», каверы на хиты 60-х от The Jaded Hearts Club, а также клипы украинских музыкантов Jamala и ONUKA, свежее видео от Billie Eilish и фит Элтона Джона и Gorillaz (и многое другое)  ",2020-10-03T15:37:22
"Министр иностранных дел Германии заявил, что Евросоюз введет новые санкции против России после того, как эксперты ОЗХО подтвердят отравление Навального именно веществом из группы «Новичок». Правда, что это будут за санкции, он не уточнил  ",2020-10-03T15:49:15
"Чтобы вывести страну из великой депрессии в 1920-х, правительство США стало создавать новые рабочие места, нанимая людей на строительство магистралей. Похожий план, кажется, предлагает сейчас для России Мишустин — не зря же в новом антикризисном плане заложено 4,8 триллионов рублей на ремонт дорог. Обсудили новый проект в программе «Деньги»  ",2020-10-03T16:20:11
"Маргарита, дочь журналистки Ирины Славиной, которая вчера совершила самосожжение у здания МВД, встала в одиночный пикет в центре Нижнего Новгорода",2020-10-03T16:55:46
"СПЧ призвал расследовать причины, приведшие к самоубийству Ирины Славиной. Там считают, что ее смерть «выглядит крайней, но по-своему закономерной формой протеста против тех, кто призван охранять закон, но целенаправленно нарушает его по отношению к журналистам»  ",2020-10-03T17:15:02
"Наш корреспондент Василий Полонский отправился в Баку, чтобы взглянуть на конфликт в Нагорном Карабахе с азербайджанской стороны. Смотрите его включение из столицы Азербайджана, где с началом обострения ввели комендантский час и ограничили доступ в интернет, у нас на сайте  ",2020-10-03T17:41:26
"Премьер-министр Армении Никол Пашинян выступил с обращением к нации. Он обвинил Азербайджан и Турцию в желании «продолжить политику геноцида» и уничтожить армян во всем мире.  Пашинян утверждает, что Азербайджан привлек «сирийских наемников, террористов и спецназ Турции»  ",2020-10-03T17:46:09
"Жители Камчатки еще несколько дней назад начали рассказывать о гибели морских животных в районе Халактырского пляжа. Вода на берегу изменила свой цвет, серферы пожаловались на ожоги роговицы глаз и симптомы отравления.   Разбираемся, что же все-таки произошло на побережье Тихого океана: эксперт российского «Гринпис» уверен, что причина загрязнения — химическое вещество  ",2020-10-03T18:41:26
"Александр Тарайковский, Геннадий Шутов, Александр Вихор — это имена людей, погибших на белорусских протестах.   Как они умерли, можно ли было их спасти, кто виноват — все еще не известно, потому что за два месяца ни одного уголовного дела так и не было заведено.   Наш корреспондент Мария Борзунова встретилась с родственниками погибших и правозащитниками, которые сейчас пытаются добиться правды и справедливости  ",2020-10-03T19:44:58
"В этом выпуске «Здесь и сейчас» мы будем говорить о том, как видят сегодня войну в Нагорном Карабахе обе стороны конфликта — наши корреспонденты работают в Баку и в Ереване.   Включайте вечерние новости: ",2020-10-03T20:00:23
"Если вы думали, что российская пропаганда — это какой-то ад, то вы просто не видели белорусское телевидение: там с очень серьезными лицами рассказывают, как масоны выбирают президента, пока простые американцы едят крыс и поклоняются сатане. Но отечественные мэтры все-таки стараются не отставать.   Включайте Fake News! Также в этом выпуске: появились новые кадры из номера в отеле, где Киселев щеголял в халате, а Владимир Соловьев обиделся на The Insider за статью про его зарплату  ",2020-10-03T21:00:07
"Новая лекция на Дожде! На этот раз доктор исторических наук Елена Осокина рассказывает о портовых Торгсинах — малоизученном феномене «официальных домов проституток», с помощью которых молодое советское государство зарабатывало на индустриализацию  ",2020-10-03T22:12:44
"«Его убили просто так. Он умер ни за что. <…> На второй день [войны], потом три дня не могла дозвониться»  На этом видео — жительница Степанакерта Нахшун Григорян. Ее муж погиб на второй день войны",2020-10-03T23:04:33
"Коронавирус в России:  — 10 499 новых случаев, из них 3327 в Москве — 3 284 выздоровели — 107 умерли  — 1 215 001 заболевших с начала эпидемии  ",2020-10-04T10:49:01
"Восьмой день боев в Нагорном Карабахе: последние новости  • Минобороны Азербайджана сообщило об обстреле города Гянджа Арменией — уничтожен аэропорт города, есть погибшие. Он добавил, что зона боевых действий расширилась, так как огонь ведет не только Нагорный Карабах, но и Армения.   • При этом в Минобороны Армении факт обстрела отрицают. Глава ведомства Арцун Ованнисян сообщил, что военные объекты в крупных городах Азербайджана стали целями вооруженных сил непризнанной Нагорно-Карабахской республики. Он призвал азербайджанцев покинуть эти города, чтобы избежать потерь среди мирного населения  • По Степанакерту нанесли новый артиллерийский удар, в городе отключили свет и связь  • Ангела Меркель поддержала призывы прекратить боевые действия без выставления условий и немедленно сесть за стол переговоров  ",2020-10-04T11:37:46
"Ирина Яровая сообщила о возбуждении административного дела по загрязнению океана Камчатке. Она лично доставит в Москву и передаст специалистам РАН, Роспотребнадзора и Росприроднадзора пробы воды, песка и микроорганизмов  ",2020-10-04T11:52:22
"Начинаем наш большой воскресный спецэфир: поговорим о ситуации в Нагорном Карабахе, будем следить за большим воскресным маршем в Беларуси, а также обсудим экологическую катастрофу на Камчатке и протесты в Хабаровске — подключайтесь! ",2020-10-04T14:02:47
"К стеле «Минск — город-герой», где сегодня должна пройти большая акция протеста, направляются водометы и военные машины. Как сообщает наш корреспондент, техники очень много  Видео: Маша Борзунова / Дождь",2020-10-04T14:05:58
"Так выглядит азербайджанская Гянджа после обстрела. Глава вооруженных сил непризнанной Нагорно-Карабахской республики ранее заявил, что в ходе атаки был уничтожен аэропорт. Тем не менее, по словам нашего корреспондента, в аэропорт ракеты не попали, а часть выпущенных снарядов не разорвалась  Фото: Василий Полонский / Дождь",2020-10-04T14:13:14
"Сергей Собянин заявил, что власти не будут вводить «серьезные ограничения» для бизнеса во вторую волну эпидемии коронавируса  ",2020-10-04T14:29:47
"У стелы «Минск — город-герой» постепенно собираются люди. Сотрудники МВД, как пишет Onliner, заявляют протестующим, что находиться на массовых мероприятиях в медицинской маске незаконно  Видео: Дождь",2020-10-04T15:11:24
"Демонстранты достали из водомёта емкости с краской, после чего он сломался и уехал с фонтаном на крыше",2020-10-04T15:36:25
"Война в Нагорном Карабахе — новости к этому часу:  • Генпрокуратура Азербайджана сообщила о 24 убитых и 111 раненых мирных жителях в результате обстрела Гянджи  • Президент Азербайджана Ильхам Алиев заявил, что армия заняла село Мадагиз на линии соприкосновения в Карабахе. Армия обороны Степанакерта это опровергает  • Ильхам Алиев написал в твиттере, что армия Азербайджана заняла город Джабраил на юге Нагорного Карабаха и несколько сел в том же районе. С 1993 года Джабраил контролировала непризнанная Нагорно-Карабахская республика.   ",2020-10-04T15:59:55
В Витебске против протестующих применили слезоточивый газ  ,2020-10-04T16:05:06
Также в Витебске замечен новый тип спецтехники для подавления протестов  ,2020-10-04T16:18:31
"Тем временем камчатский губернатор заявил о нормализации ситуации в загрязненной бухте «благодаря способности океана к самовоcстановлению». По его словам, сейчас люди уже отдыхают на пляже  ",2020-10-04T16:27:28
"Бои в Нагорном Карабахе продолжаются восьмой день подряд. Столица непризнанной республики вновь подверглась ударам, при этом на азербайджанский город Гянджа произошло ракетное нападение — Азербайджан заявил, что снаряды летели со стороны Армении. Как военный конфликт вышел за пределы Карабаха и планируется ли эвакуация Степанакерта — обсудили с главой МИДа НКР Масисом Маиляном  ",2020-10-04T17:25:25
"64-летнего физика из Томска Александра Луканина задержали 1 октября по подозрению в передаче неких технологий Китаю. До сих пор о его местонахождении ничего не было известно, сегодня члены ОНК нашли его в Москве в СИЗО «Лефортово»  ",2020-10-04T17:38:34
На «Марш освобождения политзаключенных» в Минске пришли больше 100 тысяч человек  ,2020-10-04T17:44:53
"На марше в Минске сегодня очень много людей, несмотря на стянутую в город спецтехнику и водометы. Десятки тысяч протестующих вышли на дорогу на проспекте Дзержинского. Часть людей пошла к Окрестина, а часть продолжила движение по проспекту  Видео: Маша Борзунова / Дождь",2020-10-04T18:01:46
"Когда протестующие уже начали начали расходиться, подъехали автозаки и «бусики». Из них начали выскакивать ОМОНовцы и массово задерживать людей, оставшимся участникам акции пришлось разбежаться  Видео: Маша Борзунова / Дождь",2020-10-04T18:19:33
Создатель брендо Kenzo Кендзо Такада умер от коронавируса. Ему был 81 год. Кендзо был одним из первых мужчин-модельеров в Японии  ,2020-10-04T18:34:33
Вот так сегодня выглядел протестный Минск на традиционном большом марше  Фото: Маша Борзунова / Дождь,2020-10-04T19:34:24
"Губернатор Нижегородской области Глеб Никитин выразил соболезнования в связи с самоубийством главреда Koza Press Ирины Славиной:  «Я искренне скорблю вместе с теми, кто не может смириться с уходом Ирины и с той страшной формой ухода, которую она выбрала. Осознаю, что любые слова сейчас будут восприняты по-разному. Но важно не это, а то, какие уроки и выводы будут сделаны»  ",2020-10-04T19:38:03
"«Они думали, что мы смиримся с оккупацией? Теперь мы выгоняем их»  Президент Азербайджана Ильхам Алиев заявил, что для прекращения огня в Нагорном Карабахе Армения должна вывести свои войска из региона  ",2020-10-04T20:00:40
"Беларусь не перестает выходить на улицы каждое воскресенье. Кажется, протестующих уже не пугает ни спецтехника, ни водометы, которые силовики регулярно используют при подавлении. На сегодняшний «Марш освобождения политзаключенных» в Минске пришли более 100 тысяч человек. Как это было — рассказала Маша Борзунова  ",2020-10-04T21:49:36
"В мэрии Москвы обсуждается несколько сценариев по ужесточению мер для борьбы с распространением коронавируса. Не исключается возвращение пропусков и режима самоизоляции, пишут «Ведомости»  ",2020-10-05T08:31:36
"Губернатор Камчатки Владимир Солодов утверждает, что власти рассматривают три возможные причины загрязнения воды на побережье Авачинского залива. Это разлив токсичных веществ, «поведение водорослей» и «сейсмическая активность, связанная с вулканическими проявлениями»   ",2020-10-05T09:08:57
"Дональд Трамп ненадолго вышел из больницы (точнее, выехал со своим кортежем), чтобы поприветствовать сторонников. Он был в маске и махал людям, собравшимся вокруг медцентра, через окно. Врач президента рассказал, что в больнице Трампу начали вводить дексаметазон — стероидный препарат, который применяется для лечения тяжелых случаев коронавируса  ",2020-10-05T09:40:59
"На бывшего совладельца Промсвязьбанка Алексея Ананьева завели уголовное дело о даче взяток чиновникам ПФР. СК подозревает, что сотрудники Пенсионного фонда за деньги передавали Ананьеву служебную информацию и помогали получать госконтракты  ",2020-10-05T10:16:56
"❗️ В России зафиксировано 10888 новых случаев коронавируса, из них 3 537 — в Москве  ",2020-10-05T10:36:02
"Снаряд РСЗО «Смерч», который не разорвался вчера у Мингечевирской ГЭС в Азербайджане  Фото: Василий Полонский / Дождь",2020-10-05T10:55:09
"На сайте цифровой библиотеки Билла Клинтона опубликовали стенограмму разговоров экс-президента США с Владимиром Путиным. В том числе — встречи в сентябре 2000 года, на которой лидеры говорили о затонувшей подлодке «Курск».  «Сейчас все выглядит так, что весь экипаж погиб в течение 60 или 90 секунд. Мы не могли рассказать родственникам, но в корпусе была дыра размером около двух метров, через которую затопило первые три отсека подлодки. Я даже не знаю, как мы можем вытащить тела. В этих водах много трески — плоти на костях может не остаться»  ",2020-10-05T11:39:55
"Дом в Барде, Азербайджан, в которой попал снаряд системы «Град». Еще два снаряда упали снаружи, один из них не разорвался. Есть пострадавшие, но точной информации об их количестве пока нет, передает с места событий корреспондент Дождя Василий Полонский  Фото: Василий Полонский / Дождь",2020-10-05T12:20:45
"❗️ Школы в Москве, а также в Ульяновской области и на Сахалине снова переведут на дистанционное обучение из-за роста заболеваемости COVID-19. Точную дату перехода школ на удаленку сообщат позже  ",2020-10-05T12:23:55
"Нобелевская премия по физиологии и медицине присуждена Харви Альтеру, Майклу Хоутону и Чарльзу Райсу за открытие вируса гепатита С  ",2020-10-05T12:39:38
"UPD: В Минпросвещения сказали РИА Новости, что никаких решений «о массовом закрытии каких-то школ нет». О переходе на удалёнку ранее рассказывал замминистра просвещения России Виктор Басюк",2020-10-05T13:10:19
"Активисты штаба Навального подали 32 жалобы в ЕСПЧ с требованием отменить аресты их банковских счетов, которые были наложены из-за уголовного дела в отношении ФБК  ",2020-10-05T13:41:24
"Дмитрий Песков прокомментировал гибель журналистки Ирины Славиной:  «Безусловно, это трагическое происшествие. Мы соболезнуем родным. Мы не располагаем деталями, но обращаем внимание на реакцию губернатора [Нижегородской области] Никитина, который сказал, что обязательно разберется в произошедшем. Нет причин сомневаться, что губернатор разберется и выяснит причины, которые стали поводом для самоубийства»  Но подчеркнул, что расследование этого дела — не прерогатива Кремля  ",2020-10-05T13:48:38
"❗️ Сергей Собянин объявил, что откроет два резервных госпиталя для больных коронавирусом: в «Сокольниках» и в «Крылатском»  ",2020-10-05T13:56:59
"Военные действия в Нагорном Карабахе продолжаются уже девять дней — с 27 сентября. Сегодня НКР заявила ОБСЕ, что признание независимости республики — главное условие для мира, Азербайджан обвинил Армению в обстреле Мингечевира, а Армения обратилась в ЕСПЧ с требованием остановить агрессию Турции (в чьем участии в войне на азербайджанской стороне уверены армянские власти). Собрали главные новости конфликта к этому часу  ",2020-10-05T14:12:14
